android.accounts.Account.equals,"Indicates whether some other object is ""equal to"" this one. The equals method implements an equivalence relation on non-null object references: It is reflexive : for any non-null reference value x x.equals(x) should return true. It is symmetric : for any non-null reference values x and y x.equals(y) should return true if and only if y.equals(x) returns true. It is transitive : for any non-null reference values x y and z if x.equals(y) returns true and y.equals(z) returns true then x.equals(z) should return true. It is consistent : for any non-null reference values x and y multiple invocations of x.equals(y) consistently return true or consistently return false provided no information used in equals comparisons on the objects is modified. For any non-null reference value x x.equals(null) should return false. The equals method for class Object implements the most discriminating possible equivalence relation on objects; that is for any non-null reference values x and y this method returns true if and only if x and y refer to the same object ( x == y has the value true ). Note that it is generally necessary to override the hashCode method whenever this method is overridden so as to maintain the general contract for the hashCode method which states that equal objects must have equal hash codes."
android.accounts.Account.equals,Equals.
android.accounts.Account.equals,"Indicates whether some other object is ""equal to"" this one."
android.accounts.Account.equals,The equals method implements an equivalence relation on non-null object references: It is reflexive : for any non-null reference value x x.equals(x) should return true.
android.accounts.Account.equals,It is symmetric : for any non-null reference values x and y x.equals(y) should return true if and only if y.equals(x) returns true.
android.accounts.Account.equals,It is transitive : for any non-null reference values x y and z if x.equals(y) returns true and y.equals(z) returns true then x.equals(z) should return true.
android.accounts.Account.equals,It is consistent : for any non-null reference values x and y multiple invocations of x.equals(y) consistently return true or consistently return false provided no information used in equals comparisons on the objects is modified.
android.accounts.Account.equals,For any non-null reference value x x.equals(null) should return false.
android.accounts.Account.equals,The equals method for class Object implements the most discriminating possible equivalence relation on objects; that is for any non-null reference values x and y this method returns true if and only if x and y refer to the same object ( x == y has the value true ).
android.accounts.Account.equals,Note that it is generally necessary to override the hashCode method whenever this method is overridden so as to maintain the general contract for the hashCode method which states that equal objects must have equal hash codes.
android.accounts.Account.writeToParcel,Flatten this object in to a Parcel.
android.accounts.Account.writeToParcel,Write to parcel.
android.accounts.AccountAuthenticatorResponse.onError,.
android.accounts.AccountAuthenticatorResponse.onError,On error.
android.accounts.AccountManager.addAccountExplicitly,Adds an account directly to the AccountManager. Additionally it specifies Account visibility for given list of packages. Normally used by sign-up wizards associated with authenticators not directly by applications. Calling this method does not update the last authenticated timestamp referred by KEY_LAST_AUTHENTICATED_TIME. To update it call notifyAccountAuthenticated(android.accounts.Account) after getting success. It is safe to call this method from the main thread. This method requires the caller to have a signature match with the authenticator that owns the specified account.
android.accounts.AccountManager.addAccountExplicitly,Add account explicitly.
android.accounts.AccountManager.addAccountExplicitly,Adds an account directly to the AccountManager.
android.accounts.AccountManager.addAccountExplicitly,Additionally it specifies Account visibility for given list of packages.
android.accounts.AccountManager.addAccountExplicitly,Normally used by sign-up wizards associated with authenticators not directly by applications.
android.accounts.AccountManager.addAccountExplicitly,Calling this method does not update the last authenticated timestamp referred by KEY_LAST_AUTHENTICATED_TIME.
android.accounts.AccountManager.addAccountExplicitly,To update it call notifyAccountAuthenticated(android.accounts.Account) after getting success.
android.accounts.AccountManager.addAccountExplicitly,It is safe to call this method from the main thread.
android.accounts.AccountManager.addAccountExplicitly,This method requires the caller to have a signature match with the authenticator that owns the specified account.
android.accounts.AccountManager.addAccountExplicitly,Adds an account directly to the AccountManager. Normally used by sign-up wizards associated with authenticators not directly by applications. Calling this method does not update the last authenticated timestamp referred by KEY_LAST_AUTHENTICATED_TIME. To update it call notifyAccountAuthenticated(android.accounts.Account) after getting success. However if this method is called when it is triggered by addAccount() or addAccountAsUser() or similar functions then there is no need to update timestamp manually as it is updated automatically by framework on successful completion of the mentioned functions. It is safe to call this method from the main thread. This method requires the caller to have a signature match with the authenticator that owns the specified account. NOTE: If targeting your app to work on API level 22 and before AUTHENTICATE_ACCOUNTS permission is needed for those platforms. See docs for this function in API level 22. Requires android.Manifest.permission.AUTHENTICATE_ACCOUNTS.
android.accounts.AccountManager.addAccountExplicitly,Add account explicitly.
android.accounts.AccountManager.addAccountExplicitly,Adds an account directly to the AccountManager.
android.accounts.AccountManager.addAccountExplicitly,Normally used by sign-up wizards associated with authenticators not directly by applications.
android.accounts.AccountManager.addAccountExplicitly,Calling this method does not update the last authenticated timestamp referred by KEY_LAST_AUTHENTICATED_TIME.
android.accounts.AccountManager.addAccountExplicitly,To update it call notifyAccountAuthenticated(android.accounts.Account) after getting success.
android.accounts.AccountManager.addAccountExplicitly,However if this method is called when it is triggered by addAccount() or addAccountAsUser() or similar functions then there is no need to update timestamp manually as it is updated automatically by framework on successful completion of the mentioned functions.
android.accounts.AccountManager.addAccountExplicitly,It is safe to call this method from the main thread.
android.accounts.AccountManager.addAccountExplicitly,This method requires the caller to have a signature match with the authenticator that owns the specified account.
android.accounts.AccountManager.addAccountExplicitly,NOTE: If targeting your app to work on API level 22 and before AUTHENTICATE_ACCOUNTS permission is needed for those platforms.
android.accounts.AccountManager.addAccountExplicitly,See docs for this function in API level 22.
android.accounts.AccountManager.addAccountExplicitly,Requires android.Manifest.permission.AUTHENTICATE_ACCOUNTS.
android.accounts.AccountManager.confirmCredentials,Confirms that the user knows the password for an account to make extra sure they are the owner of the account. The user-entered password can be supplied directly otherwise the authenticator for this account type prompts the user with the appropriate interface. This method is intended for applications which want extra assurance; for example the phone lock screen uses this to let the user unlock the phone with an account password if they forget the lock pattern. If the user-entered password matches a saved password for this account the request is considered valid; otherwise the authenticator verifies the password (usually by contacting the server). This method may be called from any thread but the returned AccountManagerFuture must not be used on the main thread. NOTE: If targeting your app to work on API level 22 and before MANAGE_ACCOUNTS permission is needed for those platforms. See docs for this function in API level 22. Requires android.Manifest.permission.MANAGE_ACCOUNTS.
android.accounts.AccountManager.confirmCredentials,Confirm credentials.
android.accounts.AccountManager.confirmCredentials,Confirms that the user knows the password for an account to make extra sure they are the owner of the account.
android.accounts.AccountManager.confirmCredentials,The user-entered password can be supplied directly otherwise the authenticator for this account type prompts the user with the appropriate interface.
android.accounts.AccountManager.confirmCredentials,This method is intended for applications which want extra assurance; for example the phone lock screen uses this to let the user unlock the phone with an account password if they forget the lock pattern.
android.accounts.AccountManager.confirmCredentials,If the user-entered password matches a saved password for this account the request is considered valid; otherwise the authenticator verifies the password (usually by contacting the server).
android.accounts.AccountManager.confirmCredentials,This method may be called from any thread but the returned AccountManagerFuture must not be used on the main thread.
android.accounts.AccountManager.confirmCredentials,NOTE: If targeting your app to work on API level 22 and before MANAGE_ACCOUNTS permission is needed for those platforms.
android.accounts.AccountManager.confirmCredentials,See docs for this function in API level 22.
android.accounts.AccountManager.confirmCredentials,Requires android.Manifest.permission.MANAGE_ACCOUNTS.
android.accounts.AccountManager.get,Gets an AccountManager instance associated with a Context. The Context will be used as long as the AccountManager is active so make sure to use a Context whose lifetime is commensurate with any listeners registered to addOnAccountsUpdatedListener(OnAccountsUpdateListener Handler boolean) or similar methods. It is safe to call this method from the main thread. No permission is required to call this method.
android.accounts.AccountManager.get,Get.
android.accounts.AccountManager.get,Gets an AccountManager instance associated with a Context.
android.accounts.AccountManager.get,The Context will be used as long as the AccountManager is active so make sure to use a Context whose lifetime is commensurate with any listeners registered to addOnAccountsUpdatedListener(OnAccountsUpdateListener Handler boolean) or similar methods.
android.accounts.AccountManager.get,It is safe to call this method from the main thread.
android.accounts.AccountManager.get,No permission is required to call this method.
